absorbance_ratio_A570_A400,lspr_shift_nm,nanoparticle_aggregation_index,color_shift_delta_E,fluorescence_nir_au,ros_h2o2_signal_uM,spectral_response_integrated,plant_stress_index,plant_health
1.019349,25.4789,1,40.3568,3.254398,50.7473,1.60105,0.667099,0
1.073855,27.0906,1,32.9364,3.114677,57.2347,1.591604,0.736056,0
0.145158,0.0847,0.090674,3.7977,7.596956,5,0.358544,0.134506,1
0.300504,1.4398,0.059704,9.2108,7.33651,5,0.473845,0.100839,1
0.234453,0.3962,0.09107,8.1975,7.531885,11.6964,0.332149,0.133924,1
0.830104,18.6092,0.927944,32.8844,3.594898,43.5564,1.467448,0.710566,0
1.599466,48.5179,0.978144,43.2692,0.5,79.5639,2.714102,0.876069,0
1.538368,52.3067,1,45.5912,0.835279,84.3419,2.65349,0.811711,0
1.289174,36.8244,1,34.1997,2.172445,61.7995,2.262866,0.792982,0
0.253435,0,0.027051,8.636,7.808657,12.859,0.472538,0.156839,1
0.751648,11.3707,0.779119,31.4536,4.823912,32.6769,1.038776,0.530039,0
0.162485,0,0,1.0154,7.440236,13.2373,0.450527,0.166319,1
0.419915,2.2481,0.112492,15.1679,6.240962,16.761,0.634902,0.169543,1
0.399207,0.0339,0.062911,22.4222,6.572723,6.0051,0.474642,0.200303,1
0.549977,5.0208,0.232192,22.5485,5.600847,12.9741,0.759268,0.198529,1
0.17933,0,0.03291,0,7.560558,6.2595,0.357647,0.104909,1
1.173514,31.3088,1,39.7397,2.210624,66.0429,2.064204,0.768467,0
0.190131,0.6971,0.089885,0,7.546505,8.2023,0.309681,0.144531,1
1.062333,23.5968,0.966549,39.3067,3.172257,52.1243,1.646521,0.698424,0
0.898188,16.4739,0.861111,36.5122,4.087193,41.4669,1.364594,0.540097,0
0.680401,8.6226,0.642379,28.1509,4.74464,27.043,0.9655,0.515677,0
0.357974,1.1768,0.071257,18.4651,6.61513,10.5821,0.496044,0.245545,1
0.387775,0.8163,0.23115,14.5366,6.381213,12.3994,0.564575,0.24726,1
0.290589,0.6309,0,3.2982,7.301232,10.676,0.363055,0.084047,1
0.143651,0,0,4.3226,8.238368,5.3856,0.185366,0.074896,1
1.417323,42.8522,1,38.8783,1.122086,77.6937,2.485108,0.851993,0
1.061034,31.2337,1,46.1374,2.388132,42.8135,2.05459,0.660244,0
0.930774,20.4133,0.995285,38.044,3.612527,40.9831,1.518926,0.676409,0
1.492058,48.5775,1,44.091,0.815594,76.8352,2.476643,0.831586,0
0.233827,0.3125,0,6.1635,6.877576,8.2177,0.492165,0.192032,1
0.17852,1.5569,0.011597,7.3395,7.641199,9.3268,0.405039,0.212912,1
1.07796,27.2154,1,36.9666,2.285947,49.8405,1.862049,0.650451,0
0.572078,6.3882,0.371241,17.0331,5.711322,19.9449,0.858025,0.331913,1
0.132132,0.3742,0.074755,0,7.843136,15.9522,0.216808,0.137277,1
1.53649,49.8878,1,40.3955,0.5,91.4139,2.615059,0.867994,0
0.121372,0,0,2.1029,8.294051,15.5048,0.230839,0.088842,1
0.201047,1.2799,0.04744,4.9083,7.183324,6.2205,0.435557,0.18623,1
1.140049,29.9211,1,43.0453,2.347509,50.0564,1.988524,0.748748,0
0.88587,17.0808,0.825225,39.759,3.856789,32.4409,1.47094,0.490591,0
1.225651,36.5269,1,35.3729,2.101481,59.0495,2.165464,0.756537,0
0.872722,15.5844,0.866215,35.9477,3.768691,45.5331,1.314595,0.667032,0
1.049768,24.2683,0.816547,38.0635,2.90743,52.6644,1.650523,0.718872,0
1.432756,42.6422,1,39.9108,1.275405,75.6814,2.616375,0.821446,0
0.322403,1.5381,0.097688,11.9083,6.269577,21.9749,0.595516,0.294148,1
0.222769,0.1102,0.012521,0,7.467123,8.9503,0.340753,0.124392,1
1.257671,38.4881,1,41.0911,1.534648,63.5168,2.287047,0.765318,0
1.387411,45.4941,1,42.0893,1.61759,77.7211,2.48924,0.828548,0
0.259021,1.1121,0.018659,11.4221,7.447728,14.7204,0.342341,0.204243,1
0.387417,1.8148,0.126922,11.9645,5.607766,24.2178,0.782703,0.196894,1
1.402811,42.8085,1,47.1587,1.577427,71.4022,2.394552,0.833328,0
1.421142,48.5723,1,40.1194,1.75141,69.9578,2.450231,0.731311,0
0.227799,0,0.111573,6.6994,7.693633,5,0.373702,0.086737,1
1.436303,47.5549,0.992389,40.7918,0.5,80.1722,2.694001,0.838776,0
0.189561,0.1068,0.059669,6.062,7.477171,5,0.389446,0.071671,1
0.977129,23.5394,1,37.2145,2.669294,49.0296,1.820592,0.719977,0
0.28654,0.9948,0,8.6924,7.554293,13.088,0.400515,0.135871,1
0.487911,3.3639,0.229059,18.5296,6.672702,11.6251,0.538298,0.25836,1
0.358697,1.0683,0.143631,10.053,6.051242,22.8614,0.630059,0.161167,1
0.428735,2.4256,0.115004,19.1847,5.769802,14.7032,0.680749,0.169541,1
0.191842,0.0987,0,3.4916,7.035015,5.6806,0.313559,0.133661,1
0.37803,2.3685,0.214278,8.9909,6.299547,9.4593,0.736952,0.279278,1
0.227421,1.5308,0.047537,4.3481,7.589325,16.5093,0.344118,0.115874,1
1.43823,45.8466,0.988372,34.8952,1.315041,67.2013,2.553295,0.806213,0
0.251648,1.9371,0,3.3776,6.596599,5,0.392072,0.189856,1
0.351268,1.6218,0.066894,13.0164,6.717738,21.8105,0.490692,0.164568,1
0.180057,1.1009,0,2.8113,7.993847,5,0.29424,0,1
0.656466,10.0909,0.614697,30.5287,5.019132,27.526,0.937372,0.368306,0
1.367581,42.7544,0.979216,45.3669,1.348119,66.8917,2.567748,0.851683,0
0.244752,2.5445,0.063443,7.0094,7.643876,17.5282,0.315528,0.056643,1
0.159311,0,0.076024,10.0537,7.616136,6.9817,0.203776,0.111534,1
0.900523,22.9328,0.970661,37.1279,3.47364,43.3856,1.589554,0.666691,0
0.835859,16.9751,0.78952,35.9111,4.022768,29.9893,1.335671,0.616126,0
1.189826,35.5489,0.945597,40.1621,2.487977,45.9006,2.116441,0.720339,0
0.371119,2.136,0.056985,14.8111,6.976686,21.447,0.452327,0.122502,1
0.172711,0,0.043003,2.2591,8.27565,12.8364,0.122514,0.108877,1
0.30026,0.678,0.009791,10.8138,7.228141,13.9439,0.381786,0.097929,1
1.002969,22.2443,1,34.2188,4.190919,48.6737,1.491979,0.608919,0
0.449538,2.3913,0.14128,15.9942,5.72807,11.5505,0.717606,0.210733,1
1.375673,43.4116,1,48.2496,1.316182,67.1989,2.494301,0.748128,0
0.349086,2.2419,0.048303,13.4118,6.22679,5,0.579925,0.095841,1
0.213577,0.9577,0.029944,1.077,7.466629,12.6484,0.376865,0.160592,1
1.357511,42.5708,1,38.0397,1.12768,58.3742,2.42372,0.834152,0
0.650537,9.2348,0.52289,32.7752,4.13437,14.7056,1.173069,0.379175,0
0.871896,17.996,0.90094,33.2265,3.898418,40.8011,1.364392,0.636441,0
1.455253,46.2442,1,40.8313,0.951398,75.0007,2.525799,0.860709,0
1.108058,27.5642,0.893393,37.7832,2.377744,41.2469,1.871111,0.737353,0
0.262417,2.1438,0,6.7717,7.205759,9.6035,0.369333,0.073176,1
1.014004,21.7672,0.980491,34.1947,3.486908,38.8902,1.642351,0.642737,0
0.318228,1.8669,0.079952,11.2737,6.613719,17.81,0.528137,0.181241,1
1.3963,39.5539,0.923482,35.288,1.518543,59.2061,2.327167,0.703323,0
0.163372,0.6632,0.082575,3.8099,7.624218,16.9024,0.233609,0.150328,1
0.288505,2.0807,0.067131,12.3051,6.437732,8.5752,0.602104,0.112305,1
0.351686,1.3285,0.050971,11.0177,6.836993,9.4167,0.479306,0.180761,1
0.773231,17.2051,0.914465,35.1612,4.528066,36.9295,1.300269,0.531076,0
1.287524,38.0387,0.993561,34.2209,1.20363,56.7381,2.363409,0.716552,0
0.340552,0.3038,0.061161,13.5702,7.750099,6.6932,0.360679,0.230998,1
0.453686,1.969,0.244126,20.3413,6.050043,10.1977,0.662237,0.261488,1
0.780822,17.4418,0.84098,32.4742,3.655,35.5487,1.357914,0.60124,0
0.340116,0,0.158984,8.431,7.188372,17.9189,0.385336,0.294767,1
0.276085,1.9385,0,8.3034,7.437724,10.298,0.434684,0.119363,1
0.356194,2.4977,0.018064,24.9206,6.419899,15.1705,0.682267,0.200757,1
1.091066,24.7275,1,34.4795,2.699595,41.1361,1.703417,0.639432,0
0.247534,1.0402,0,9.017,7.852799,5.5252,0.40801,0.040803,1
0.475832,1.811,0.152372,23.588,5.948257,13.5184,0.678776,0.213551,1
0.482423,3.6278,0.236136,24.3474,5.717507,18.2774,0.635916,0.273787,1
0.18628,0.9238,0,3.5987,7.240041,5,0.353141,0.106911,1
0.250728,0,0.032685,6.4617,7.524053,5,0.269038,0.081504,1
0.272279,0.0719,0.111876,9.8,6.57237,17.7486,0.544216,0.204001,1
0.17983,0.387,0,0.577,8.148317,5.3967,0.355563,0.095453,1
0.597132,7.0441,0.310691,22.7893,5.300231,19.1405,0.844311,0.317782,0
1.337694,39.8578,1,33.0305,2.0692,64.9046,2.195015,0.695355,0
1.369262,41.0045,0.982462,44.1989,1.03221,75.2925,2.355871,0.909355,0
0.969404,25.8506,0.985975,36.5285,2.673519,41.5719,1.82079,0.730491,0
0.195291,0.7855,0.031735,0,8.032248,5,0.338035,0.122588,1
0.460144,2.2813,0.140985,18.2785,5.867074,7.7886,0.623406,0.223029,1
0.301282,0.6823,0,12.1851,6.907646,5,0.426485,0.050323,1
0.785065,15.2375,0.890268,23.2683,3.739391,38.7051,1.491979,0.621441,0
1.512421,48.1036,0.95926,46.5833,0.5,69.7474,2.569667,0.812747,0
0.212675,0.4888,0.148686,3.9736,7.662679,13.8767,0.342561,0.131287,1
1.02746,26.015,1,33.3348,3.229572,49.8262,1.917191,0.667884,0
1.150998,31.0235,0.99764,34.5943,2.767283,63.7443,1.82006,0.688519,0
1.11131,26.1454,1,37.7883,2.188857,53.8953,1.939124,0.691281,0
0.807293,16.1321,0.833367,32.6845,4.194831,26.5038,1.388334,0.591116,0
1.334204,36.4415,0.994943,40.8444,1.916755,58.2308,2.079422,0.816211,0
0.723274,16.1744,0.810328,25.8751,4.019883,34.8858,1.264589,0.616779,0
0.15577,0.0562,0.08681,1.434,7.910829,6.4428,0.246931,0.112926,1
0.191482,1.0621,0,0.8982,7.94628,11.6864,0.163857,0.163078,1
1.1823,31.9595,0.975217,37.5067,1.367547,58.0956,2.094565,0.776028,0
1.243947,34.711,1,40.4449,1.876013,63.2143,2.079517,0.704248,0
0.167254,1.7685,0,0.1631,8.204332,5,0.2804,0.054325,1
1.475893,45.9159,1,44.1433,1.636903,74.8341,2.537964,0.798399,0
0.994479,23.9246,0.959505,27.8754,3.009429,40.9802,1.630586,0.687261,0
0.472081,3.9793,0.228372,23.2424,5.954854,18.7708,0.565372,0.332612,1
0.490521,7.0485,0.255738,15.7799,5.709404,16.9141,0.772691,0.298298,1
0.643083,11.7351,0.595626,18.9852,4.931849,21.7477,1.096993,0.425879,0
0.27072,0.4443,0.061098,5.5431,7.137065,11.4515,0.461062,0.152205,1
1.078926,29.8164,0.985525,33.0698,2.948769,50.233,1.933987,0.689402,0
0.252831,0,0.077493,4.9031,7.77975,7.0644,0.335562,0.181526,1
0.169589,0.7615,0,0,7.634849,5,0.350106,0.114782,1
1.441556,46.8137,1,39.6463,1.474832,71.3333,2.63909,0.676594,0
0.418821,2.1641,0.148375,19.9898,5.880034,13.0441,0.58275,0.210513,1
0.82617,18.8484,0.876716,38.9377,3.333378,41.3472,1.519652,0.590444,0
0.690575,12.595,0.540383,21.4608,5.150083,23.8708,1.104277,0.430108,0
0.446131,1.3682,0.037403,22.1681,5.944352,8.2509,0.612835,0.229699,1
0.225612,1.5895,0.096711,1.4378,7.786977,11.9503,0.259573,0.145871,1
0.282273,0,0,13.0593,6.224525,12.5588,0.366735,0.148699,1
0.950084,24.9964,1,37.3588,3.377961,40.0629,1.627581,0.652531,0
1.182303,30.9471,0.934446,44.6341,2.364622,58.8347,1.951669,0.878878,0
0.374386,3.3372,0.089117,10.1482,6.23572,19.4768,0.742156,0.158301,1
0.165093,0.0251,0,6.1192,7.909148,7.7387,0.347675,0.113767,1
0.710123,11.4995,0.635263,29.1944,4.936339,15.9593,1.098316,0.418626,0
0.221931,0.8704,0.045745,9.9762,7.515541,12.0791,0.399714,0.110919,1
0.481253,3.8511,0.252212,17.313,5.476902,21.648,0.717082,0.29528,0
0.730581,12.3695,0.647709,30.8843,4.456203,35.5058,1.098327,0.508592,0
0.341107,1.9146,0.05435,13.2042,6.514765,14.9965,0.367089,0.174346,1
1.30496,39.2645,1,35.6794,1.381537,69.8535,2.292019,0.853846,0
0.193064,0,0,0.1667,7.632614,7.1548,0.380526,0.091032,1
1.317606,37.0045,0.99071,41.5239,1.982842,69.2932,2.199532,0.799483,0
0.419317,0.8064,0.10121,12.4118,5.923477,6.98,0.723649,0.268553,1
1.351358,40.3641,1,49.3423,1.563366,77.5301,2.092795,0.886986,0
0.214588,0,0,2.2458,7.55913,5,0.19553,0.046204,1
0.515441,3.4125,0.315599,26.4488,5.474823,7.652,0.836441,0.212186,0
0.132785,0,0.055285,5.258,8.1852,6.7567,0.198227,0.065796,1
0.153821,1.0842,0.076454,6.0173,6.926215,9.5835,0.499138,0.238065,1
0.253196,0.787,0.0422,13.09,7.107269,21.42,0.309918,0.208188,1
0.146018,0.2593,0,0,7.522325,12.4157,0.248159,0.118408,1
0.401198,2.8438,0.105219,13.5751,6.686377,10.0064,0.582313,0.201919,1
1.318915,38.0211,0.981251,41.4623,1.365995,65.0044,2.265865,0.778096,0
0.664882,9.8974,0.592945,28.1625,4.848655,28.4816,1.056416,0.439285,0
1.020219,28.0881,0.92387,41.4975,3.458277,46.6245,1.736072,0.689793,0
0.17019,0,0.110586,0,7.768812,9.3797,0.334074,0.213033,1
0.232252,0.782,0.035651,0.1033,6.982294,15.4368,0.317001,0.091298,1
1.375653,39.0736,1,34.9421,1.094598,63.2958,2.245207,0.817099,0
0.565708,5.6512,0.281831,25.9771,5.006673,22.3121,0.901027,0.30615,0
1.420592,49.9665,1,43.4916,0.566397,78.4867,2.729315,0.866637,0
0.50891,4.2457,0.26818,22.5426,5.879158,17.0641,0.793401,0.281652,1
1.307534,39.904,0.939574,46.3601,2.263065,60.6823,2.19821,0.752823,0
0.324803,1.1258,0.101967,13.391,7.752655,13.754,0.371508,0.234054,1
0.476224,3.6822,0.119936,15.602,5.912727,22.6994,0.790799,0.250484,1
0.339307,2.0849,0.04925,10.1127,7.645387,19.0418,0.50785,0.10351,1
0.377143,2.5398,0.044818,13.51,6.38195,13.5455,0.481342,0.138316,1
0.319606,2.5629,0.081391,14.0895,6.921917,13.6178,0.521309,0.22407,1
0.09759,0,0,0,8.066004,8.3847,0.254523,0.032232,1
0.236041,1.7054,0.067512,7.5718,7.588618,11.3571,0.409573,0.130393,1
0.269739,1.7402,0,4.7882,6.64164,5,0.452262,0.046048,1
0.463224,2.998,0.192842,21.0544,6.122912,15.3489,0.678081,0.263552,1
0.962248,24.1956,1,34.3116,3.717636,42.0981,1.453449,0.608448,0
0.16544,0.7338,0,2.1487,7.981757,5,0.350317,0,1
0.176034,0,0,0,7.652744,21.288,0.255149,0.026914,1
0.460601,2.65,0.171744,26.0655,6.576333,12.8411,0.615614,0.307444,1
1.381525,42.1622,1,39.1696,0.762519,70.9854,2.432082,0.821567,0
0.574307,5.7618,0.281042,27.0049,4.807734,12.5925,1.055148,0.293301,0
0.373498,1.7098,0.160927,15.4265,6.722609,15.772,0.448315,0.247363,1
0.595608,4.5693,0.361243,25.7887,5.43241,12.7141,0.901623,0.413273,0
0.430684,1.8397,0.259856,15.8025,6.158465,19.8891,0.570856,0.172651,1
0.247319,0.8595,0.01824,7.7104,7.055633,17.0232,0.436794,0.164586,1
0.180105,0,0,0,7.458814,5,0.326543,0.085989,1
1.148557,33.962,1,37.5957,1.981956,62.7145,1.982693,0.804545,0
0.498356,5.1069,0.330432,23.1472,6.142966,18.646,0.688804,0.413028,1
0.34865,1.7858,0.010387,6.7611,6.907559,15.1,0.429782,0.112555,1
0.723401,13.6083,0.715911,25.8377,4.50128,28.3714,1.131269,0.605637,0
1.145683,32.6056,0.988549,34.1848,2.488252,49.9109,1.941438,0.694487,0
0.251878,1.3666,0.09242,4.6807,6.794352,5,0.498897,0.055223,1
1.224896,32.2214,1,39.1914,1.841774,57.118,2.076027,0.773584,0
1.080199,24.2574,0.9727,44.7369,2.247267,54.5766,1.759765,0.688607,0
0.15154,0.2003,0.014513,3.0074,7.867619,15.6316,0.282655,0.200415,1
0.440159,3.289,0.33926,19.1306,5.873038,23.4781,0.694571,0.284288,1
1.373706,44.109,1,35.2381,1.38044,72.7826,2.45843,0.803111,0
0.637786,10.2265,0.586379,29.7309,4.691704,25.819,1.11186,0.446315,0
0.334067,1.5591,0.158118,13.0681,6.474372,5,0.486755,0.231323,1
0.233532,0.1345,0.110149,3.9773,7.132909,11.1944,0.274562,0.166756,1
0.1482,1.6389,0,7.683,7.340726,9.1502,0.254155,0.187456,1
1.011177,22.0267,1,29.6412,3.415855,45.2839,1.701331,0.600322,0
0.819757,16.1646,0.831882,32.7496,4.540084,40.5547,1.186423,0.564195,0
0.239682,1.6775,0.024219,12.196,7.350596,14.5032,0.342545,0.153667,1
1.456469,48.2227,0.902251,36.6669,1.262707,71.5843,2.577727,0.822529,0
0.363269,2.1518,0.081392,12.154,6.418074,21.419,0.611823,0.168938,1
0.191259,1.5448,0.051294,3.7565,6.708551,10.3333,0.374701,0.158966,1
1.541211,50.3279,1,44.8265,0.762218,84.7299,2.655751,0.847704,0
0.847881,17.3072,0.911833,27.3658,4.24164,27.584,1.41128,0.56759,0
1.208794,31.7375,0.971247,46.8229,2.223861,51.322,2.104614,0.720352,0
1.025258,25.337,0.793443,43.9493,2.881184,48.4212,1.79356,0.675305,0
1.130298,26.916,1,40.7817,2.080599,46.943,1.843121,0.811907,0
0.213675,0.8086,0.058241,10.5595,7.127612,9.558,0.608825,0.188646,1
0.173674,0.4288,0,4.3071,7.276123,10.1231,0.33291,0.057354,1
0.252016,1.2043,0.009162,9.7447,7.276008,5,0.510175,0.082587,1
0.775002,16.0497,0.753042,31.8336,3.834629,30.7251,1.265023,0.562445,0
0.804096,13.8597,0.721638,23.074,4.17787,29.2211,1.372792,0.513988,0
0.444057,2.5587,0.055963,19.5205,6.53417,12.2903,0.677768,0.285056,1
0.283005,1.3296,0.100144,10.0811,7.989779,8.0049,0.323956,0.16413,1
0.733341,11.1943,0.647367,27.8265,4.626146,41.0512,1.004459,0.485657,0
0.22118,0,0,0,7.318924,7.7858,0.375766,0.040512,1
1.087859,29.8279,1,40.6413,2.411791,49.7666,1.996981,0.814736,0
1.362865,40.6298,0.905759,41.3492,1.025651,78.0294,2.405865,0.773032,0
1.317965,37.1408,1,43.4703,1.877908,62.8211,2.238255,0.764605,0
0.225075,1.175,0.025525,8.1884,6.932209,6.7495,0.44748,0.136068,1
0.182274,1.5147,0,5.5186,7.457261,9.0326,0.410665,0.06211,1
0.221708,0,0.030585,9.2833,7.789389,5.8755,0.345843,0.099326,1
0.122702,0,0.053343,0,7.645113,6.1298,0.246883,0,1
1.509241,50.7928,1,44.4464,0.69697,82.712,2.790138,0.932225,0
0.785577,12.8536,0.716726,30.9775,5.143803,33.5306,1.111438,0.463834,0
0.277013,0,0,7.4789,7.710175,5.0618,0.190012,0.073047,1
0.175611,0,0.123807,4.7551,7.786411,8.8438,0.257328,0.171263,1
0.318516,1.0975,0.117233,7.8732,6.649378,14.0425,0.562503,0.259558,1
1.493179,50.5254,0.973746,48.8891,1.181094,79.2839,2.746795,0.828733,0
0.456424,2.6341,0.185347,14.6568,6.291242,10.851,0.556463,0.157557,1
0.188119,0.1743,0,0.8334,7.692979,18.6499,0.276562,0.145911,1
0.202527,1.1425,0,0,6.810762,12.2531,0.502513,0.152392,1
0.159691,0.8525,0.109479,0,7.655059,7.9845,0.284385,0.154089,1
0.551194,6.2421,0.271166,18.5178,5.006436,29.7931,0.935478,0.416546,0
0.852042,18.4375,0.862906,36.6889,3.757291,28.2296,1.378699,0.600058,0
1.266931,35.3297,1,38.3305,2.163647,60.6437,2.303474,0.808858,0
1.321504,36.5296,0.999032,42.6036,1.202732,68.598,2.183493,0.833818,0
1.349755,41.6712,0.909772,38.8368,1.669502,70.563,2.333214,0.779404,0
1.460087,48.1679,0.964076,35.3119,0.902885,78.571,2.627195,0.709904,0
1.137155,30.4903,1,34.4334,2.130262,57.921,1.868728,0.654935,0
0.505854,4.5161,0.342826,21.2276,4.623478,19.2455,0.954156,0.288067,0
0.939779,18.3462,0.951321,30.7901,3.404153,38.1227,1.453363,0.667458,0
0.412381,3.6305,0.227226,16.7591,5.631274,16.1778,0.833702,0.291862,1
0.998402,22.7396,0.94387,31.8235,3.681575,37.1479,1.623967,0.617083,0
1.053075,24.5987,1,33.3008,2.783857,45.686,1.727218,0.532596,0
0.796112,15.8506,0.832982,33.0953,4.759876,34.6843,1.348052,0.511081,0
0.817033,16.6054,0.787391,37.7654,3.691861,34.4191,1.31739,0.47529,0
0.788231,16.0183,0.901638,21.6514,4.001851,36.9679,1.19557,0.535764,0
1.356985,40.7907,1,42.1025,1.478831,71.2567,2.365096,0.860401,0
1.003008,25.8698,0.967215,39.9275,2.974522,39.4883,1.777964,0.67071,0
0.469637,2.6175,0.324017,13.999,5.395683,5.6043,0.909173,0.285146,1
1.230698,36.5547,1,43.3105,2.002211,57.909,2.126834,0.742053,0
0.474942,5.0013,0.269637,20.1688,5.226247,26.0966,0.856251,0.303398,0
0.361014,1.1511,0.060152,16.635,5.898406,21.5977,0.504599,0.281011,1
0.814696,16.5646,0.999516,38.6163,4.828565,36.0649,1.217914,0.636718,0
0.260321,1.3677,0.040552,4.46,7.334772,7.2309,0.356789,0.160375,1
0.230197,0.3552,0.038852,6.9772,7.568681,14.137,0.474066,0.078003,1
0.972299,25.3445,0.902013,38.3018,2.603021,47.3727,1.617011,0.740408,0
1.457442,46.5048,0.933398,43.0487,1.269842,81.8365,2.358337,0.786984,0
1.074495,28.828,1,42.6093,2.087526,54.442,1.769567,0.685003,0
0.656988,10.6421,0.639969,19.8649,4.21218,32.1285,1.111117,0.51077,0
1.138526,30.2748,0.937811,40.7196,2.420876,42.7467,1.960872,0.729531,0
0.915524,22.2931,0.95474,36.6404,2.828795,41.9754,1.599386,0.746018,0
0.516596,5.3046,0.207318,14.9111,5.508267,20.0891,0.940825,0.275795,1
0.191234,0.7014,0.064339,2.7075,8.176409,12.6358,0.323868,0.055937,1
0.460189,2.7425,0.278325,23.0353,5.216148,21.0126,0.860674,0.243095,0
0.188828,0.3576,0.106361,6.1399,7.556224,14.4544,0.25257,0.104488,1
0.183494,1.4412,0.067151,7.6032,7.866409,12.5362,0.213702,0.088091,1
1.407398,41.269,0.985525,45.237,1.720286,73.6561,2.394254,0.831902,0
1.094989,27.9376,1,36.3092,2.570401,50.5209,1.936592,0.822375,0
1.17226,33.194,1,40.9931,1.730908,58.221,1.964518,0.795568,0
0.26161,1.3822,0.124925,8.3034,6.000378,11.0148,0.480804,0.142196,1
0.476347,2.1935,0.289627,17.8635,5.553331,15.9623,0.747937,0.301391,1
0.148977,0,0,0,7.445817,9.6296,0.275945,0.000638,1
0.62268,8.1678,0.410512,25.784,5.081549,18.3133,0.96318,0.386226,0
0.619502,11.1386,0.507535,31.9191,5.105038,20.2233,1.011246,0.418911,0
1.223781,34.8589,1,38.235,1.728114,63.2649,2.168449,0.817218,0
1.23548,38.4089,1,29.9389,2.423907,63.9853,2.051279,0.83187,0
0.173316,0.5245,0,9.137,7.516262,10.5536,0.372736,0.119631,1
0.341781,1.3398,0.109191,14.2452,6.041773,10.9383,0.556636,0.198116,1
0.210928,0.7589,0,4.1005,7.679387,5.3265,0.26968,0.209636,1
1.226497,36.6127,1,37.2929,2.454067,61.5389,2.126528,0.68577,0
0.355896,1.5245,0,21.0301,6.757865,10.2095,0.630166,0.182966,1
0.973586,23.0023,1,32.9728,3.383896,41.7332,1.562619,0.628878,0
0.773619,10.4569,0.815465,36.8187,4.680795,31.6794,1.200455,0.567227,0
0.25173,0.5268,0.015091,0,6.791587,6.9438,0.505641,0.025281,1
0.135043,0.8955,0,2.7623,7.757172,5.3905,0.431921,0,1
1.339103,40.9776,0.986757,40.1859,1.095571,72.317,2.348402,0.852595,0
0.408942,2.0435,0.145054,17.0222,6.040423,14.0953,0.751694,0.189515,1
1.568236,48.7011,0.99732,48.0395,0.776698,84.9446,2.773302,0.910822,0
1.545495,45.8142,1,45.6926,0.520384,80.4617,2.674104,0.8747,0
1.040296,26.2909,0.971733,44.7739,3.25304,52.2725,1.920144,0.673438,0
0.140573,0,0.100756,4.493,7.789678,8.2573,0.315343,0.124477,1
0.614293,9.1302,0.491011,25.9119,4.066566,28.0224,1.075827,0.389171,0
0.415952,2.1765,0.231635,19.743,6.239064,14.0711,0.636792,0.257243,1
0.158157,0,0.113765,1.5551,7.203808,9.3868,0.366476,0.093564,1
0.231909,0.7513,0.075595,4.4418,7.766122,9.2992,0.407436,0.081922,1
0.223835,1.5997,0.115917,4.7426,7.608808,5,0.43818,0.141035,1
0.165036,0.0219,0,0.5866,7.892718,21.9594,0.213903,0.088754,1
1.387706,42.2199,1,41.8523,1.104758,73.5444,2.496832,0.824039,0
0.369733,0.523,0.117982,14.8389,5.974249,8.8061,0.490261,0.206128,1
0.331125,0.3536,0.070318,7.6555,6.892129,10.7262,0.479052,0.155284,1
0.311346,1.9629,0.01771,11.3681,7.414519,12.2378,0.478331,0.162291,1
0.9746,21.2005,0.994804,37.8731,3.246792,40.9462,1.587973,0.696538,0
0.341404,2.6494,0.023755,7.8289,7.245763,7.4222,0.595651,0.084855,1
1.088677,24.0566,0.874829,38.429,3.468828,47.481,1.934196,0.67835,0
0.318479,1.0531,0,6.9197,6.694511,5.7714,0.481808,0.162483,1
1.126479,30.377,1,33.9379,3.17739,59.0823,1.935831,0.698762,0
0.558024,8.3098,0.684391,28.4162,4.894013,36.4374,1.115503,0.4694,0
0.338973,0.0731,0.093812,10.0198,7.037267,17.4889,0.521372,0.195882,1
0.998223,25.74,0.955009,37.4368,3.40132,38.8442,1.696406,0.631532,0
0.252254,2.5376,0,5.9024,7.01559,12.7125,0.407966,0.142689,1
0.193755,0,0.007546,7.3701,7.283937,8.6271,0.454728,0.145546,1
0.174412,0,0.046042,5.2818,7.534255,10.6226,0.399415,0.074998,1
0.174102,0,0.012506,0.7618,7.502164,5,0.285128,0,1
0.397417,1.1896,0.134398,13.8942,7.049695,20.019,0.432072,0.34333,1
0.166326,1.7114,0.019194,6.2972,8.207772,11.7461,0.300186,0.114084,1
0.193991,1.2864,0.085224,2.3884,7.045216,11.3357,0.379833,0.131732,1
1.177715,33.9853,0.968515,43.3554,2.483185,53.397,2.216677,0.762563,0
0.461047,2.0046,0.167117,18.5164,5.766989,6.2625,0.789033,0.195493,1
0.486248,5.6909,0.102663,15.4333,5.550076,12.7105,0.848724,0.207622,1
0.517186,5.6595,0.248968,16.2469,5.303465,17.2458,0.655348,0.289513,0
0.20304,0.6635,0,1.7445,7.866197,12.0866,0.330217,0.182182,1
0.994252,25.2315,1,39.067,2.622301,45.3306,1.801497,0.726288,0
0.40548,2.2457,0.189719,15.7321,6.102272,16.2499,0.527144,0.225193,1
1.377121,43.9403,1,40.2416,1.145186,73.4619,2.46996,0.892615,0
0.46096,3.046,0.161703,19.3386,6.385832,14.8068,0.695753,0.277044,1
0.75662,13.8968,0.746461,30.8695,4.21178,35.5659,1.182787,0.599823,0
0.288347,0.8073,0.035996,6.2674,6.514922,10.9669,0.525766,0.159136,1
0.752022,16.2126,0.74922,30.711,4.511509,23.9323,1.32324,0.527556,0
