pesticide_concentration,uv_vis_absorbance,color_shift,lspr_shift,nanoparticle_aggregation,nacl_effect,fluorescence_signal,spectral_response,plant_stress_signal,plant_health
1.5356,2.6401,24.7453,10.3256,0.1212,0.1573,5.4488,2.8149,7.6729,1
2.0220,2.5632,48.2672,10.4850,0.2683,0.5351,3.9874,2.3389,7.5950,0
2.2026,2.4843,45.5218,10.5767,0.3776,0.7656,4.1701,3.4595,8.2016,0
0.7605,1.9570,11.3037,8.8337,0.1317,0.2942,6.3516,1.3819,3.9894,1
4.9840,3.4529,158.6692,48.6195,1.0505,3.0300,1.7988,10.1937,14.9195,0
3.3293,3.1556,79.6608,23.0245,0.9061,2.3135,2.6713,5.8943,12.9416,0
0.3803,1.1178,10.0167,0.4159,0.0080,0.0372,8.4626,0.5086,1.7077,1
2.1373,2.8542,51.1109,9.7434,0.2864,0.3843,3.9013,2.6565,7.1973,0
3.5849,3.1084,93.5597,27.7679,0.9586,2.2184,2.2152,6.9032,13.3724,0
2.3074,3.1389,66.7423,13.6152,0.3669,0.8173,3.5772,4.2067,8.0609,0
2.8495,3.2551,85.8273,11.4524,0.6256,1.3941,3.6016,4.1665,9.8474,0
4.8350,3.3263,142.4575,46.5598,0.8633,2.5505,1.5779,9.4067,15.3322,0
0.0759,0.3825,-0.5394,0.3616,0.0850,0.1567,8.7693,0.0581,1.9812,1
0.6865,1.4771,12.5083,2.7290,-0.0513,0.0346,6.4351,0.8799,3.6662,1
1.8546,2.4296,33.7619,9.2156,0.2675,0.7970,4.8850,2.0449,7.5244,1
4.0488,3.2007,130.4853,32.2462,1.0673,2.7304,2.1734,6.7089,14.0579,0
0.8553,1.5902,24.1522,2.8816,0.0360,0.2457,6.4877,1.4291,4.0356,1
1.1357,2.2138,19.3187,1.4181,0.0158,0.0263,5.6473,1.0497,3.9701,1
1.6353,2.3329,50.4422,9.9214,0.2482,0.6131,5.2615,3.5034,6.1092,1
1.1749,2.4353,24.4454,5.3942,0.1915,0.3787,6.1373,2.1362,5.2851,1
4.3256,3.2913,127.0927,36.5796,1.0569,2.7800,1.1570,7.4276,14.5714,0
1.5527,2.4966,34.8673,9.1771,0.1639,0.2592,4.8458,2.5113,6.9074,1
1.9832,2.3787,46.2299,8.2887,0.1587,0.3552,4.1142,3.0062,7.3694,0
2.8219,2.8177,86.7055,14.3738,0.8119,1.8174,2.8513,3.5160,11.6457,0
3.2382,3.2139,96.1877,20.7545,0.8125,1.8032,3.1982,4.7614,11.2813,0
3.7300,3.5642,109.8859,25.9724,0.9564,2.1783,2.5650,6.4894,12.9695,0
0.8865,1.5528,32.1172,4.9430,0.0819,-0.0357,5.7737,2.7963,4.2889,1
1.0678,1.9152,30.0375,6.0686,0.0767,-0.0103,5.9069,1.7621,5.2723,1
0.6866,1.3651,18.1646,3.2508,0.0556,0.0526,6.7837,1.4896,3.5376,1
2.0206,2.8043,56.4603,9.9935,0.2278,0.4929,4.0063,2.7325,8.3461,0
1.0642,1.8650,32.3460,7.7241,0.1419,0.1718,5.8772,1.9869,6.4562,1
0.4542,1.3976,13.9776,1.7862,0.0529,0.0599,7.5795,0.7649,3.2868,1
5.0000,3.4057,156.9269,47.8783,0.8834,2.7858,1.3498,10.2521,15.8621,0
1.3301,2.2788,36.2763,9.8333,0.1632,0.5143,5.0736,2.3372,6.4047,1
2.1288,2.6682,51.3324,11.2734,0.2873,0.7867,3.6418,3.5065,7.5918,0
3.0907,2.9140,82.1065,21.1458,0.8202,1.9304,2.7275,4.8675,12.2448,0
0.9846,1.9069,20.9904,3.8134,0.0613,0.1247,6.2632,0.7612,4.6318,1
0.5458,1.5739,6.2979,0.9341,-0.0968,-0.1308,7.1352,1.4866,1.4621,1
2.1916,2.5155,56.6722,16.2651,0.3758,0.6243,4.5829,4.6537,7.1084,0
2.4360,2.7653,73.3293,14.3071,0.3929,0.7534,3.9954,4.8558,9.0081,0
4.5888,3.5153,123.5967,39.6920,1.0517,3.0751,1.3538,8.2287,15.1602,0
1.3901,2.2215,11.4727,6.1692,0.1693,0.4785,5.0218,2.2078,6.6114,1
2.0033,2.5836,65.9831,10.6890,0.2706,0.5108,4.4727,3.5830,7.2590,0
2.8822,3.2784,87.4467,14.7763,0.6427,1.2075,2.6177,4.5289,11.3927,0
4.6911,3.3896,147.7335,45.2908,1.0685,3.0879,2.2745,9.6691,15.3527,0
0.7211,1.5611,7.8478,5.1172,0.0193,-0.0133,6.7660,1.6338,4.3084,1
3.0644,2.9819,78.2666,17.8238,0.7006,1.5996,2.8429,5.2924,10.9175,0
1.9020,2.3782,43.6249,13.0250,0.1498,0.4291,3.4197,3.4933,7.7665,0
3.8260,3.3406,119.8683,26.3382,0.9039,2.3564,2.1582,6.6426,12.4063,0
2.4498,2.8271,62.7800,12.2141,0.5152,1.2986,4.2972,4.1481,8.9075,0
2.7457,3.0997,93.3026,13.1195,0.6896,1.2760,2.8440,4.1008,9.8795,0
2.1934,3.2603,65.4075,9.9172,0.3387,0.5661,3.5592,2.1493,7.8386,0
0.7674,1.4617,22.0343,2.6484,-0.0171,-0.4031,6.8267,1.0154,4.6239,1
0.8275,1.4670,25.5642,4.7603,-0.1518,-0.1289,5.9519,1.3710,2.7631,1
1.4871,2.4997,20.6406,6.6111,0.1526,0.1339,4.8673,3.2461,5.5688,1
2.7848,3.2315,72.0261,11.6017,0.6413,1.4389,3.0598,3.7461,10.7549,0
1.6330,2.4208,29.1248,5.0983,0.2203,0.1647,4.6249,2.1016,8.6066,1
2.3189,2.8230,57.3810,10.7216,0.3815,0.9341,4.1719,3.2845,9.1057,0
1.2497,2.3485,7.9599,5.5453,-0.0915,-0.2547,5.0651,2.4543,5.4149,1
1.6228,2.5550,34.7149,8.6199,0.1494,0.3210,4.7170,2.6984,6.1371,1
1.8112,2.5678,50.6332,10.7497,0.1076,0.1459,4.5350,2.7326,6.8644,1
0.8073,1.8740,13.3617,3.0799,0.0057,0.1376,6.2718,1.7427,6.0794,1
2.9918,2.9175,97.0000,16.0379,0.8300,2.0042,2.7614,4.7004,12.1318,0
2.3965,2.8362,71.1016,13.9099,0.4604,0.9044,3.5766,4.2207,9.3704,0
3.2105,2.8940,88.0409,21.8572,0.7628,1.9320,3.4011,6.2077,10.9614,0
3.6133,3.1034,114.8091,26.4398,0.9379,2.2495,2.8566,6.8991,12.5016,0
3.5883,2.9670,100.7710,27.1781,0.8671,2.1859,1.6404,6.8917,14.0226,0
1.2871,2.1476,54.7791,7.9484,0.1031,-0.1014,5.5781,1.6917,5.5166,1
4.3997,3.3599,116.5734,42.4740,0.9857,2.8427,1.2444,8.6048,15.8804,0
0.9450,2.1130,25.6369,5.9399,-0.0036,-0.1240,6.1127,2.2183,4.5403,1
0.3999,1.1724,13.5713,1.8330,-0.0181,-0.1404,6.9216,0.1152,2.4993,1
2.5653,2.8839,76.1718,12.0916,0.5217,1.0614,4.4127,4.2904,9.5531,0
4.7477,3.2580,138.5941,44.8398,0.9776,2.5958,1.7070,9.4296,14.9761,0
2.7653,3.1385,67.6359,16.9406,0.6054,1.2729,3.1982,5.1104,9.9388,0
1.1826,2.0327,21.1193,6.9859,0.1694,0.1798,6.1207,1.6956,4.2090,1
4.5627,3.4111,137.1746,42.8690,1.0334,2.7797,1.4635,9.3412,16.1835,0
3.7582,3.2882,108.2159,25.6508,0.8662,2.3117,2.2836,5.8013,13.6778,0
2.5434,2.9062,65.6741,8.0008,0.4198,0.9051,3.6115,2.2801,9.3895,0
0.6788,1.2351,21.7685,6.9483,0.0120,-0.2193,6.4946,1.6520,4.0196,1
0.7187,1.4420,22.1946,4.4779,-0.0483,0.0469,6.0695,1.2224,3.6112,1
4.6565,3.4750,137.0807,42.0107,0.9362,2.7309,0.9771,9.1843,14.9585,0
0.7819,1.6065,22.5397,1.5843,0.0326,0.2298,6.4230,1.1950,3.7595,1
2.7765,2.8004,73.8921,16.2939,0.5632,1.1291,2.9520,3.9815,10.9345,0
2.0239,2.7051,49.3674,10.7790,0.2578,0.6874,4.1357,3.3116,6.7352,0
2.1849,2.5741,52.0995,9.4259,0.2039,0.2877,4.1632,3.2761,6.8260,0
3.6914,3.2033,88.8632,26.6952,0.9225,2.3977,2.1951,7.5840,13.2027,0
4.7345,3.2919,145.4579,44.6701,1.0499,3.3213,1.5236,10.2636,16.4210,0
4.7425,3.4179,144.2290,42.5908,0.9405,2.8728,1.6935,9.3630,14.1991,0
1.9998,2.5912,51.6075,10.6944,0.2041,0.6539,4.0221,3.4404,7.8532,0
3.6033,3.1876,110.7560,25.0959,1.0313,2.9963,1.6485,5.7848,13.5506,0
4.4014,3.6175,121.6154,38.1207,0.8382,2.3349,1.5918,8.9619,14.1218,0
3.1193,3.1419,83.5286,21.3217,0.7440,1.6128,3.5971,5.2088,9.9360,0
2.2246,2.5680,50.5594,12.9193,0.4237,1.1345,3.7035,3.3660,8.8507,0
3.6042,3.3637,87.0081,31.8643,0.7668,2.0597,2.3230,6.8775,12.5263,0
2.4611,2.8989,60.9358,13.2722,0.5771,1.0423,3.9113,4.1143,9.0660,0
0.2313,0.6865,12.4270,0.5212,-0.0582,0.1438,7.3782,0.8761,2.9637,1
3.8608,3.0722,113.2062,28.2380,0.9466,2.4763,2.2714,6.7505,13.3787,0
2.2473,3.0598,46.1649,12.1635,0.3722,0.3721,4.4168,3.2229,7.6248,0
0.7437,1.5424,16.6136,2.8490,0.0601,-0.0328,6.2082,0.4977,4.3062,1
1.6855,2.3395,36.3432,4.7862,0.1830,0.1121,4.6377,2.3032,5.6135,1
3.5404,3.0212,89.8056,23.4187,1.0679,2.4121,2.0877,5.5317,14.1630,0
1.0021,2.1855,13.3027,8.6260,0.0303,0.2367,7.0271,2.5908,4.4239,1
4.2907,3.3692,130.6174,41.2971,1.0688,3.0311,1.7872,9.4584,15.0372,0
3.1722,3.4158,84.1815,21.7283,0.7570,2.1174,2.7564,5.8868,12.0341,0
0.7293,1.3775,7.6176,2.4465,-0.0186,-0.3611,6.1861,0.8004,3.7686,1
2.9708,3.2247,78.8328,11.6610,0.7375,1.5587,2.8686,3.8482,11.0312,0
1.2118,2.1871,24.5311,8.2629,0.0223,0.0330,5.6817,2.2345,5.3200,1
1.9136,2.4485,49.6949,9.2359,0.3153,0.4726,4.5138,3.6707,7.7713,1
3.9035,3.2309,100.4129,34.4705,0.9840,2.4414,2.5918,7.7639,14.0035,0
2.2876,2.8291,73.4414,15.9623,0.4788,0.9785,3.6048,4.1305,8.8209,0
1.6720,2.5168,40.7237,7.3674,0.1608,0.0796,4.2464,3.1280,6.7218,0
1.3099,2.2704,23.0500,8.0047,0.1420,-0.0102,5.4926,2.6584,4.6460,1
3.6411,3.3545,107.2053,21.7645,0.8288,2.0090,1.8790,5.6540,13.0521,0
3.2916,3.1532,92.2176,22.4622,0.7772,1.7708,2.6939,4.8888,12.3854,0
1.9308,2.6441,48.0000,7.5799,0.2068,0.1146,4.2004,3.4487,7.4392,0
2.1737,2.7561,47.5620,7.7854,0.3693,0.3968,3.0824,2.9371,9.3892,0
1.0667,2.2328,17.6184,5.4985,0.0500,0.0238,5.3112,1.8519,4.6811,1
2.1458,2.7864,61.6035,7.9291,0.3704,0.7036,4.3160,2.6333,7.2630,0
1.0495,2.1082,38.7927,4.7961,0.0821,0.3471,5.3163,2.5772,4.8593,1
0.4811,1.3537,28.9945,3.6205,0.1075,0.4016,7.1289,1.2567,2.4755,1
4.2149,3.4057,122.3939,41.3303,0.9093,2.7354,1.5682,9.4036,13.8419,0
2.2288,2.7600,72.6277,9.5637,0.2189,0.5686,3.2066,2.9482,10.1534,0
3.1605,3.1621,86.9090,17.4359,0.8008,2.0006,3.3308,5.4354,11.1031,0
1.0297,1.8296,21.6179,7.4303,-0.0163,-0.0091,5.9112,2.0957,4.5861,1
2.4728,2.9787,51.1005,9.0627,0.5120,1.1160,3.4845,3.5482,9.5022,0
2.3087,3.0271,69.2152,10.1159,0.5381,1.2446,4.0503,4.2062,9.6594,0
4.3224,3.3153,122.9410,37.4239,1.0276,2.8174,2.4925,8.2703,14.0423,0
0.9324,1.8241,15.1153,1.8201,-0.0085,-0.0197,6.1281,1.2646,4.2397,1
3.2880,3.2859,94.6130,23.1987,0.8558,2.2407,3.0029,6.3906,11.6236,0
0.7690,1.9215,18.1641,3.3953,-0.0770,-0.2873,7.1506,1.8022,3.2817,1
2.5626,2.9140,81.3121,11.7182,0.5931,1.1793,3.2140,3.0769,11.2457,0
1.2444,2.0656,18.1204,4.8635,0.0955,0.2192,5.5344,2.5828,5.5510,1
4.7994,3.3872,142.9719,44.7691,1.1248,3.1349,2.0610,9.0406,15.2359,0
1.7522,2.3222,49.5665,10.3063,0.3049,0.7228,4.9966,3.9981,6.5286,1
4.7518,3.4729,153.7532,45.1574,0.8842,2.4941,1.9915,10.0287,15.7225,0
2.4887,2.8727,67.2037,14.3459,0.5459,1.0558,3.2551,3.9519,9.2075,0
1.0655,1.8721,40.1103,6.1397,0.0893,0.2739,6.1723,3.4359,4.4509,1
1.1460,2.3448,21.4468,5.9750,0.1207,0.4611,5.6114,2.6124,4.6501,1
4.1356,3.3917,122.6811,37.5095,0.9317,2.6828,2.0380,8.3365,13.8380,0
2.6990,3.0386,80.0660,16.3443,0.7611,2.0018,3.2086,4.9479,10.1943,0
3.9754,3.2715,105.3008,36.3743,0.7819,1.8078,1.4713,7.8440,14.4635,0
2.6787,2.8320,63.1547,16.0873,0.6670,1.6000,3.9769,4.0521,9.4433,0
1.1272,2.1193,2.5732,3.5245,0.0677,0.0784,6.1628,1.7359,5.0468,1
1.5785,2.2373,33.2321,6.1164,-0.0053,-0.0598,5.1929,2.1008,6.3860,1
1.0401,2.2043,32.8283,7.4869,0.0354,-0.1362,5.8235,2.5317,5.0530,1
0.9899,1.8856,26.4257,5.4624,0.0121,-0.1187,5.7204,2.7803,5.2248,1
2.6553,2.8466,66.9591,12.8975,0.7533,1.4201,3.3478,3.6493,9.6465,0
3.6914,3.3972,108.4183,35.4956,0.8900,2.1812,2.7018,8.0708,13.8369,0
2.8702,3.1963,80.3634,10.6820,0.7023,1.4205,2.8421,2.9794,11.3206,0
2.8870,3.2819,68.4996,18.2418,0.4839,1.2552,3.1102,5.2882,9.9230,0
1.1828,2.1837,29.7221,4.7381,0.0247,0.2390,6.1388,1.6462,5.0312,1
1.6907,2.2824,37.0272,7.5649,0.2430,0.5742,4.6660,2.2476,6.8331,1
3.0438,2.9736,81.9303,21.2937,0.7814,1.6139,2.8874,4.8531,10.9669,0
4.9531,3.2845,144.2588,49.2344,1.0474,3.2266,1.4474,10.5987,16.7568,0
1.0113,1.9060,21.2988,5.7020,0.1242,0.2354,6.2351,2.0403,4.9626,1
1.1087,2.0714,11.2421,7.2447,0.1487,0.3546,5.5655,1.6282,4.9165,1
4.6560,3.4405,141.4956,40.1784,1.0009,2.9985,1.1656,8.5884,14.9255,0
1.6437,2.6546,29.9080,5.5256,0.1485,0.3975,3.9942,1.5494,7.9817,0
0.9850,2.1111,12.3800,1.5690,-0.0665,0.0321,6.5827,0.6715,3.1779,1
4.2888,3.4827,126.5503,39.8343,1.0118,2.7516,1.8164,8.9948,13.6763,0
2.4253,2.9605,62.5376,12.5216,0.5086,1.0856,3.4642,4.1402,9.1053,0
4.4489,3.3570,145.7207,39.7987,0.9449,2.4704,1.6894,8.0407,14.9375,0
2.4769,2.8521,60.6120,14.4742,0.4479,0.8011,3.8754,3.6784,9.4946,0
4.9634,3.5508,162.8345,49.4090,1.0820,3.4587,1.1739,10.6440,16.4939,0
2.1948,2.7685,59.3506,7.6667,0.3746,0.7164,4.0387,2.6667,7.7891,0
3.6750,3.1909,83.7138,30.4447,0.9953,2.3648,2.4524,6.9962,13.4195,0
1.1582,1.9848,29.5960,4.7581,-0.0553,-0.0907,5.8539,1.8238,5.9035,1
4.4071,3.2493,123.8286,39.9219,1.0118,2.7100,2.2078,8.2253,14.6500,0
4.2436,3.5602,124.6249,38.0659,1.0112,3.0495,2.1395,8.7368,15.1840,0
4.9924,3.2998,144.7278,48.5432,1.0016,2.8526,1.5151,9.8677,15.3453,0
1.5927,2.4160,46.8461,7.0101,0.0685,-0.0086,5.4882,2.0909,5.3869,1
3.5693,3.2633,98.7883,28.9710,0.9074,2.0941,2.1924,6.3712,13.1260,0
2.8951,3.1472,69.2106,17.3838,0.6856,1.2764,3.3796,4.1577,10.7323,0
2.8836,2.9784,82.5737,12.6959,0.7496,1.5168,2.5504,3.7390,11.5215,0
2.4769,2.7023,75.5969,8.6115,0.6278,1.3499,4.0229,2.9232,9.8909,0
2.4094,2.7350,57.6221,11.2500,0.4061,0.8351,3.5945,3.7564,8.8813,0
2.5697,2.8998,72.0800,12.6415,0.6271,1.4844,3.4199,3.6395,9.9640,0
1.0675,1.9121,26.8736,7.3958,0.0083,0.3655,5.5916,1.6238,5.3831,1
1.4873,2.6595,49.8214,11.3484,0.0852,0.3235,5.4416,2.2013,5.0047,1
4.8427,3.6906,147.1645,46.2284,1.0229,2.9387,1.4863,9.6951,15.8248,0
3.4597,3.1303,111.3930,26.6538,1.0365,2.4306,2.2084,6.5217,13.1993,0
2.2662,2.7684,58.5349,8.2293,0.2557,0.2167,4.5564,3.2216,7.1852,0
2.2094,2.8513,71.7760,7.8459,0.3276,0.9206,3.8326,3.3969,8.3750,0
4.1578,3.3786,121.8817,38.1975,1.0359,2.8344,2.1327,8.3309,13.9312,0
0.4287,0.9082,18.2922,3.4227,0.1474,-0.0343,7.1322,1.4837,4.0890,1
1.5042,2.2771,19.1114,8.3967,0.2048,0.3085,5.1323,2.8248,6.3608,1
3.4482,3.1216,99.4041,25.2020,0.7360,1.9189,2.3811,6.6715,12.9845,0
1.0523,2.0750,19.2839,3.4445,0.1741,0.2170,6.4331,2.1122,3.8525,1
3.0773,3.4800,79.0357,14.8366,0.7073,1.7870,2.4533,4.1199,12.2834,0
4.5363,3.3659,148.3159,39.9505,1.0393,2.9126,1.8076,8.7414,14.1121,0
3.1651,3.0329,90.4956,17.9013,0.6958,1.4474,2.7479,4.7260,12.0162,0
3.4540,3.2820,94.6225,23.5437,0.8358,1.8164,2.6346,5.3490,11.7319,0
4.4290,3.4106,116.1583,36.5783,0.9303,2.6896,1.7912,8.9758,14.4553,0
3.1521,3.2141,88.8044,24.2551,0.6951,1.7425,3.1522,6.1764,12.0149,0
4.7865,3.3383,139.9558,40.3629,0.8890,2.4401,2.1561,8.8044,14.4724,0
1.0137,2.1212,24.7785,9.0459,0.1195,0.3504,6.7573,2.9749,3.3428,1
5.0000,3.4688,151.1828,47.4289,1.1275,3.2696,1.7373,9.6446,16.0715,0
3.8016,3.1029,107.1836,30.2236,0.9655,2.6046,2.7650,7.5376,12.4804,0
4.3164,3.5192,126.9582,35.9616,1.0922,2.9724,2.2468,8.8119,14.4290,0
3.7217,3.2054,112.1870,23.9367,0.8370,2.1890,2.0551,5.9450,12.8905,0
3.2102,3.3472,78.8757,18.2722,0.8541,2.0230,2.6609,5.0001,11.7658,0
4.4038,3.4646,148.9856,42.7344,0.7892,2.3223,1.9579,8.9766,13.3766,0
3.9897,3.4649,125.8596,29.4145,0.9283,2.2360,2.1543,7.3042,13.5354,0
0.7351,1.3951,18.4029,4.4751,-0.0208,0.1457,6.2674,2.0103,3.5447,1
2.2293,2.7414,57.8805,12.7086,0.2999,0.6785,3.9004,3.2002,8.7893,0
2.4195,2.8147,71.2087,13.3828,0.3814,0.9860,3.5831,4.4945,9.6260,0
4.0477,3.5258,119.3319,38.8122,0.9354,2.6965,0.8589,7.9559,15.7038,0
4.0065,3.1931,122.6441,35.0331,0.9310,2.2667,1.4121,7.1169,14.2436,0
4.8897,3.4114,137.9563,44.2431,1.0723,3.2029,1.1829,9.3261,15.6822,0
4.9026,3.3690,150.5335,42.8797,1.1217,3.6317,1.2545,9.5194,16.5004,0
1.3389,2.1067,23.0898,10.1864,-0.0057,-0.2714,5.4423,3.3495,5.6636,1
2.8977,2.7918,91.9334,16.1796,0.6796,1.6433,2.4345,4.5882,12.9247,0
2.3440,2.8539,58.7423,13.0760,0.3629,0.6535,3.7763,3.3565,8.3049,0
2.4782,2.9284,71.3473,10.4896,0.4300,0.8370,3.5131,3.3545,9.2292,0
4.0391,3.7657,99.3209,30.0221,0.9761,2.7116,2.1134,8.5883,13.7150,0
1.1997,2.3297,30.1970,10.9429,0.1452,0.2140,6.1372,3.1138,4.5587,1
3.3502,3.3077,88.4965,26.0243,0.8351,2.1712,2.3043,6.1905,12.6394,0
0.7602,1.6903,21.5766,5.8463,-0.0319,-0.0400,6.5347,2.2485,3.0564,1
4.0316,3.2933,127.9863,34.4947,1.0289,2.6570,1.7392,7.6412,15.2035,0
1.1164,2.1800,21.7050,5.7189,-0.0019,-0.1286,5.6311,2.3542,3.9334,1
1.7631,2.6295,47.4770,6.8411,0.0261,-0.0203,4.8853,3.1334,5.8508,1
3.3203,3.0207,87.5354,20.1744,1.0837,2.4720,3.2950,5.4828,12.4256,0
1.7376,2.6778,39.6878,6.0823,0.1239,0.2069,5.0653,2.3809,6.4553,1
2.3838,2.6862,58.8906,10.2933,0.4454,0.9636,3.2971,3.0292,10.2228,0
4.0906,3.5526,124.3147,31.4109,0.9890,2.6586,1.3351,6.9491,14.8758,0
5.0000,3.7244,148.9994,44.1927,0.9839,2.7811,1.8086,9.6927,16.1157,0
0.5479,1.4711,1.8414,0.3291,0.0920,-0.0365,7.0321,1.5432,3.7510,1
3.2098,3.1981,89.9093,23.3868,0.8024,1.9928,3.0207,6.1899,11.5764,0
3.7323,3.2529,101.8406,29.2317,0.8665,2.1865,2.2509,7.2330,12.8744,0
0.3662,1.1314,14.9014,0.4525,0.0591,0.0406,8.1480,1.4592,2.0086,1
0.3345,0.8609,9.8972,0.6715,0.2676,0.2355,7.2552,0.9400,2.7586,1
2.6614,2.8677,68.3776,4.5333,0.5665,1.0896,3.5436,2.7699,10.1942,0
4.9651,3.4902,147.1207,44.8554,1.0754,3.2305,1.7673,10.2670,15.4364,0
1.7703,2.6549,41.5534,9.1634,0.3157,0.5432,4.7905,2.9299,7.5347,1
3.1627,3.1337,97.9439,23.1461,0.7310,1.8305,2.6212,5.3760,11.0570,0
4.6204,3.2968,139.9598,39.9522,1.0750,3.0187,1.3939,8.2284,15.9802,0
3.5915,3.1353,109.9603,21.5808,0.9368,2.1974,1.9489,5.8702,13.5435,0
0.4081,1.0849,-2.3760,1.8582,0.0618,0.0450,7.4945,0.8980,4.0534,1
4.1139,3.4917,125.1049,31.1709,0.9392,2.3988,2.3174,6.9842,13.1155,0
3.1499,3.0898,89.0894,19.3227,0.8848,2.0505,2.3982,5.1163,12.2464,0
0.5455,1.3133,11.5087,8.7299,0.0907,0.1451,7.2006,1.8172,2.3015,1
4.9165,3.8343,126.9395,52.0748,1.1460,3.3115,1.4804,11.5146,16.1504,0
1.3622,2.2204,35.3513,5.9545,0.0338,0.0547,4.7972,2.1042,5.4082,1
1.1637,2.1003,31.0406,5.9915,0.1191,0.1758,5.8680,2.3994,5.0802,1
1.1570,2.0535,28.6814,5.0853,0.0630,0.1842,6.2729,2.0916,4.3516,1
1.0643,2.4490,28.0456,2.9099,0.1782,0.4498,5.9993,2.1667,4.1128,1
1.5084,2.4717,27.2276,10.3971,0.0951,-0.0866,4.5708,2.7952,6.1803,1
2.2586,2.5869,63.7544,12.0869,0.2986,0.6285,3.5774,3.6436,9.3322,0
2.0132,2.9205,45.1603,9.2035,0.2814,0.4175,3.8657,3.0421,6.5386,0
4.5023,3.1255,143.8182,40.0169,1.0131,2.6349,1.1907,9.3999,15.6288,0
2.1403,2.5713,53.2295,13.6458,0.3314,0.4565,4.1475,4.3269,8.0068,0
4.9477,3.5032,155.6733,44.7228,1.0257,3.1847,1.5157,10.0131,14.9151,0
2.0946,2.8598,43.3370,11.5648,0.2972,0.5750,4.6785,3.3882,8.0149,0
2.3981,3.0131,48.0598,10.4370,0.4717,0.8465,4.0013,3.9801,8.9279,0
0.8575,1.6564,16.5777,1.3989,0.0983,0.3002,6.3050,1.7945,3.3874,1
2.2261,2.9024,52.2058,7.5563,0.3091,0.7842,3.7633,3.3739,9.0037,0
4.2746,3.2969,120.6089,41.6243,1.0458,2.9567,1.3895,9.1633,14.2377,0
3.1393,3.1294,78.6872,17.5765,0.7318,1.5922,3.2845,3.5937,11.2662,0
1.3443,2.2393,22.4864,5.1725,0.0392,0.0968,6.0314,2.4085,5.3434,1
3.7051,3.3315,111.1357,32.3817,0.9872,2.4756,2.0909,6.9382,14.6967,0
1.1192,2.3817,16.3103,2.8438,0.1432,0.1496,6.0180,2.2499,5.2606,1
4.3284,3.4020,112.9696,31.1270,0.9161,2.6258,1.7728,6.9998,14.3992,0
0.6505,1.5195,25.9114,-0.8789,0.2146,0.1542,6.4299,0.6574,5.0372,1
0.4525,1.0853,14.7782,1.1272,0.2210,0.2775,7.1844,0.5510,3.0141,1
1.6706,2.3132,37.4202,8.6023,0.1901,0.1361,5.0245,2.6680,5.9040,1
3.0962,2.7661,81.5783,16.2934,0.8517,1.9741,2.0942,4.2036,12.0672,0
0.1517,0.5171,-4.0649,-2.3514,0.0103,0.2367,7.7719,-0.0563,2.9312,1
4.0289,3.3566,116.0946,33.8545,0.8650,2.2619,1.9536,7.3395,14.5936,0
4.1707,3.5071,126.4378,33.3773,0.9794,2.3094,1.3342,7.3971,13.2480,0
4.4122,3.4552,126.4750,37.8218,1.0558,2.9906,1.2496,8.3834,16.7303,0
4.2595,3.1154,125.1622,36.4264,0.9688,2.5617,2.1065,7.6203,12.8684,0
2.1633,2.5811,57.7069,10.8276,0.2547,0.6546,3.7695,2.3315,8.3518,0
3.3601,3.2811,81.9653,24.3527,0.8373,2.1005,3.2676,6.1733,12.0375,0
2.5009,2.7624,63.8458,10.8543,0.4272,1.1220,3.3547,3.5653,8.6677,0
2.2702,2.6159,54.9603,11.7188,0.2931,0.4463,3.7192,3.8936,9.6567,0
4.4449,3.4263,125.8901,38.4746,1.0435,2.7941,1.7556,8.5975,14.7934,0
1.6630,2.4166,30.8375,4.5911,0.0537,0.2016,4.6783,2.1347,6.4007,1
3.4673,3.1855,101.4582,24.6119,0.8139,1.8699,2.3732,4.4785,12.4319,0
2.2469,2.6054,63.0580,12.2381,0.3547,0.7331,3.7925,4.0826,8.3085,0
3.9529,3.1718,118.9633,31.7398,0.9387,2.2238,2.1391,6.8367,13.1630,0
0.6212,1.5606,11.2825,2.6484,-0.1057,-0.0474,6.2508,0.7511,3.6744,1
2.9679,3.0326,82.7871,16.6298,0.6899,1.4975,2.8691,4.5481,11.8540,0
4.4038,3.3084,132.8510,42.5400,1.0556,3.0846,1.1189,7.9922,15.3435,0
2.3079,3.1163,42.3157,12.3098,0.4697,1.2855,3.6611,4.7196,8.5454,0
3.1361,2.9018,79.3079,20.7450,0.8736,2.1640,2.6142,4.9922,12.1549,0
0.3952,1.1244,13.0993,-0.9036,0.0304,0.0011,7.0149,-0.1527,3.5436,1
1.2552,2.1204,24.5260,7.9052,-0.0194,-0.0101,4.8962,1.8656,5.1067,1
1.5081,2.1719,36.4441,7.2738,0.0614,0.0758,5.9647,1.8362,5.6772,1
0.1972,0.5056,5.6658,-2.1155,-0.0574,-0.0941,8.0813,0.3063,1.5564,1
2.6935,3.0293,69.1225,11.7121,0.5295,1.1340,3.0995,4.4224,9.9699,0
1.4660,2.4243,45.6367,6.4613,0.0851,0.1958,4.7957,2.3693,6.4726,1
4.3434,3.3872,125.1435,38.5502,0.9889,2.7340,2.2646,8.1099,15.3908,0
1.9220,2.4773,47.3470,13.3735,0.3551,0.8334,4.3292,4.4043,7.5946,0
1.4475,2.1909,30.1106,7.2460,-0.1588,-0.4228,5.7381,2.5432,4.4931,1
